IP Address      | Identity                                     | Gossip | TPU   | TPU-QUIC | RPC Address           | Version | Feature Set
18.182.56.89    | CARmX42k6aqTrHr1VWqHmBUmm5pmYqNCDUhmQxMfF2VD | 38000  | 38003 | 38009    | none                  | 3.0.11  | 3604001754
51.77.35.90     | GSPb1MnPxLTHJZsefBSqeomaT2B8Unk9gu1GYDR1R7fX | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
202.8.11.156    | DgTrKyibwWYTSn8UkYr1T2cgL5gxEBSMU9XwxoSshoQH | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
51.81.171.0     | 2XkZgxpaHMAGYfgRgpx3oj4NkMXtLTJtRWJ5UjFrN5in | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
80.76.51.168    | CLRMmAKhSY9TbqyFaqGCs27rqWZDFV1sy8BtZQFzxQLA | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
15.204.20.194   | BDU4MkwgHxfoULxir4W3MVwRVGWpDtqP2rK6kvng2hqY | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
185.26.9.85     | 6rEG9kQK9jyDGhv6jmcBH7gjYPJ6raFVtg67cX2zvgni | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.32.228   | E4hhpgr7nFB92hnSaRooWaX6duSWM4TPEeBB8JKndxSV | 8001   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
54.37.90.199    | 5SHFa6vWzbMRmTqTYr69XtvNuGYerEPrQV17jchZucQp | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
177.54.154.31   | JC6iwz97Lg23Rxvu5rXLBApJ9Jpmm9WZTbJEPCdZLk8H | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
208.115.227.127 | 3x21ihYbNJKFvsMEh95UJZLoYwnQYAA65VQkDZGF3NeQ | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
202.8.8.9       | 7PmaiXf2VUbpJWn3fdzEmFenBbea8x8kKZyWxSPwAPP9 | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.57.89    | 82Dpz6E2wrnFhpAYL2EXcLQb2ygFFtexxCNHxEVVxTXG | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
74.118.139.142  | CkeaHNGQkgWz9PS19pmCbX7eUQ8FxhPU8dq2NASscC68 | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
45.152.160.249  | ECJoBP15T2wCU3VCV9yw3WBumZsZSiLcrrykkhXnC5SV | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
91.244.70.30    | BweDK1ihxsDwDGYG5J7zwVkbv331U1jTMAsjUCCWm8vf | 8200   | 8203  | 8209     | none                  | 3.0.10  | 3604001754
168.119.192.126 | 5neifM1Q6SoCjSiq2KM7G9bXTPL5RKBwREDdF9Sz6FMx | 8000   | 8003  | 8009     | none                  | 2.3.11  | 2142755730
103.219.171.247 | 7oufffbAs7iFcnsg6k7m8UAA265WmBrM63QUWAMMc5RV | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
167.172.67.82   | 3E6TEE9aqiNX84xjsMsuHcBttC8YCZiawFxESLU1nDJa | 9008   | none  | none     | none                  | 4.0.0   | 1718981463
188.166.218.214 | 6z8QsEqphLaKkHuW9U5uL4oNmtgRYmeMAN8xjxdHLDxj | 9000   | none  | none     | none                  | 4.0.0   | 1718981463
3.75.200.128    | E5awE88jw5W8tKtW3RGCUuaQ494LxEcYwurKX2JDrUhB | 8800   | 8803  | 8809     | none                  | 2.3.7   | 3640012085
103.50.32.100   | 4JihiQEaJYwkrNsNhG3MXmLL3AkKGHkMQUFr8xnLYvWv | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
138.197.118.209 | 7m5dTWgZGXqysPU6b26Du5TMTVGgTCmzBZFTSj8VWWJv | 9003   | none  | none     | none                  | 4.0.0   | 1718981463
64.130.44.137   | 2ky7Q3dMDqgXVJcjiF4t3MWEpcPXuqmFAikpDe4s4xku | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
45.139.132.24   | 7ic5FCxsZA2cxTsTdoGFrk3vuHMwKaYLCKGRqz2JWGdR | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
31.204.159.153  | 5KvbCMo9PD5boF8pFM1Sp7rJFthPSmDaikN9WUVb1MrX | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
85.195.118.197  | 6UqjsoU5grzpA1HEFnGMx8tERUQbPiRm6jTfvMhdHu9m | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
67.213.121.155  | 1NF1fcU6MxYMNX3Zqf4g4GUxvVat2yHsFvAe8ftLNDf  | 8000   | 8003  | 8009     | none                  | 3.1.2   | 3652419286
64.130.59.188   | 5U1WZHYUeAFKDWhHNZq4TbqAngHUPh1oBASvo3MfCDUg | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
5.135.124.19    | 2SufDHyTqfVBTViJUSBej1BZuHpxcHLrPBU8jDfo4x5V | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
188.166.218.214 | ASuxsgEjN2fCLwgatT6pdsYoANKAt64bYG1iZnEgNQjf | 9004   | none  | none     | none                  | 4.0.0   | 1718981463
69.162.93.177   | GbdttgBvS9XD74oEpiFwsMx3SMQvaEPGgiCuwxyuqJ7m | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.54.83    | 7dsPVr9fLVq5ztuT9BU1zQMwyszkYTXTwq7cGw7NRFAv | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
176.31.67.95    | 2Z2XjuQiEr5U1MRemgyeqhBAf8NjzCg4irikwdYFhhp4 | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
104.171.169.6   | BgYrJ5FF7Lci6kA3uBjSjADDwrdKQwQMSeffyS4pcnyS | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
141.98.219.7    | 9gkcymeZHt5CebpYVLzsszJUZGPN2NfbTbnQQgPL6CDm | 8001   | none  | none     | none                  | 2.3.0   | 3640012085
85.195.82.119   | GzMvCuUUWDBdtWPV5aU8zn5jbhNKAeArYybCy556MPZJ | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
177.54.159.49   | A8xmHz9tmMUGRTJSiE83G3Md2sTFJgLmRZdtLNoauBQM | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
198.244.253.167 | 5vUAMD49n3hgSEYha6TPFtMn76ZgsRaTowg7PToHMoz3 | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
51.81.25.225    | HkCAo9yAspkPVt6Gb32XEApS9r2B6KwHjN8RoDwJjHHX | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.40.244   | FC4H8swoU2ba6bBWdZhhgXi47KNXPzez3iVYwGEWokWz | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
64.31.54.61     | A5vAnBRS8XeSQ1GibPdjQdn5ATffx8xPVY8Bc6ScTGU5 | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
204.16.247.210  | BqqXVMLmb7xMj7haFqnfDQRnMD75JT1vvJacDxHWQoCH | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
208.91.110.103  | FriYGSHPHNaqsy37sio3vapAiVtNXtZQgM6mP83um6xc | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
5.135.192.210   | 6PCCqC3FZrkEQozeZt3pzxrnVi7pHkKpY7KrH6hS9uF  | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
160.202.128.109 | 6AAqWN39ttXQjhWdRrHwGjMKuZWupxxuFpzCXnD2zCgh | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
64.130.33.139   | mcs2Q8D8LmH7C3MqUzrzTxV7TSLBdWQ5Be4D68CtfSX  | 8001   | 8004  | 8010     | none                  | 3.0.13  | 3604001754
64.130.44.58    | FvANp837fFSbTJtUUiRHcefYi7gJpzephk284sNwDgw6 | 9001   | 9004  | 9010     | none                  | 3.0.12  | 3604001754
3.121.230.152   | 3XnY2dWXU3zfUGaFkErgmwd26NAfM84BTfzief7Tq8X2 | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
141.98.217.132  | 3CkQBX8wUdwegBF5fynTXhWYQAapNGDQmH3mBqY3RiYD | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
45.155.102.7    | HPaQDiAyJPBigiXkJMZrfKcWnrP4nENw2DgJCiCgLreb | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
64.130.40.6     | ELTHh1yMWg9azMsRXZC4st28daLJyRyRs89Wz3hP2mSV | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
64.130.50.110   | 4NF5KH3HNBSNP7WJpPVV4kZ5BKvhkYycDgB66AC6szPY | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
51.222.146.244  | G43T2jH6tUiwYz3MnnmMBQC8ZGvztb81LhqJCfPXCzAU | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.47.167   | Hr3cbRmzmTC3MykBEh5wvfe4FX3NvgCoE1h9utqpe9Lr | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
212.83.42.37    | 6ZoHxArWyTD3BCjxc1Nf6rspZjk13P8s3HPqFyxZBZEr | 8001   | none  | none     | none                  | 3.0.7   | 3604001754
64.130.37.81    | 9g1sV2c6ubc2L6JeH5yBq9hX3fYrWbPQjyjdNnFGyjHf | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
64.130.54.8     | 6JcbzXpyHc2bTT8sFqw3VJ2BG1VPKPcdK2bbojS22oZB | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
109.94.96.47    | 9WStuNaKvtrWQvE6Pndaytd29hhGJkRwNVtH4J4z4UVL | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
57.129.36.4     | 4FuNMiRyvugLaqifmGgoewtir3cuwEbeWN9ayDAg448T | 8001   | 8004  | 8010     | none                  | 3.0.11  | 3604001754
67.213.113.103  | 5TQXwo4zUUFccWBv9TdW2ArPQkovnomjuetXTAdtFAV4 | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
80.251.153.177  | DaPFjMasmpDbZwy9U7Xdt1bash2zR6AezYBTdBK44uz1 | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
79.137.101.98   | A6q8636gVPZFHDj4kDUQVWArbQxwoymUkyrxAfV5nM3Z | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
141.157.249.26  | BrqeHx6YaHHpB9od1z8T4Szrf1D4hgrcx2F5PLrExakA | 8000   | 8003  | 8009     | 141.157.249.26:8899   | 3.1.1   | 3652419286
64.130.44.39    | 8Zsi5VZpwGFDvUjurEprFjmn6RtxDsFVjCNKf1tajDQ7 | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
208.115.227.87  | 9brsdoBqCXZsUuUetVidLX3GX9gJzMbC4UXLstXP7X3b | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
51.81.195.95    | Duj1qTLtT3QXYL5FcNs1wv14svxHrPiNv9SDwBCZdvCg | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
185.26.10.239   | Atts5jp5q8ZgY4LaYxCEdCEkvHuLPrYwjNC8j2NMsp2F | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
189.1.171.5     | Gig9Hc47LufVB1qL9DaLQRvdACPcC6oSwgGXH2C4u4wb | 8001   | 8023  | 8029     | none                  | 3.0.10  | 3604001754
146.59.118.96   | 5BFUcrU975ELs5EKSKS8Njhd1KjkmQXs4hCHSv8KUn5y | 8000   | 41331 | 41337    | none                  | 3.1.4   | 2086771155
64.34.94.221    | EABG8UVxfq3u58CZwDvjVyRVvToF6E8aHVZfxVAuBZwR | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
85.195.118.193  | EK9rhs9X5qzmYoFkAcVSqyTbQuc7FTFGpGqe2mqiwXk1 | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
208.91.107.19   | ArDpc7ECM7uCgE7oxnf2aiXF8iQ7S6RHf7Y8NhHRt7rZ | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.51.116   | 5KbyUDSiRNWEThRGg96YGXGiraSTypak4QpRUPTVh4NK | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.63.198   | 8oawJU2bBnCr6tbfmzTsXge34bbsoBa9yjJ9PMc49Txq | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
64.130.63.237   | 6RSgGo9y8NkXidFmt3GX93PnTWLLd8dJCPHJATcoNrWx | 8001   | none  | none     | none                  | 2.2.7   | 463342092
85.195.84.11    | 3iAvrRzYk9gKqypMgpHDM4Sunq6mT8GZpkcsE6QWUbsG | 8001   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
198.13.134.47   | EqQexWzNwJAVqsxDwFLPr9SENrXksZsiQTigATYhjP6C | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
206.189.215.139 | 86J5yzNunMU2Lwu54JzGx5FzR5iepe1aXdbkScK3gNUM | 9008   | none  | none     | none                  | 4.0.0   | 1718981463
18.191.195.100  | BwiUTpJ7bUT4BoVmEyyfRojdKvzjrEsoP2YS6oKeLkew | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
85.195.82.127   | 5FCpFva2z5jTCdeTwE5zA2xYu9CAxGyqofhW2DkZfvTT | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
88.216.197.110  | 8mHyysUkFcyZQVNtowTFUtfznPhyJqh9KuLqzY5GEAQL | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
80.232.245.184  | 7ZPbUin2GHFgf2ZBdRg5D6BL3czubkghvyeyuQ6T24S7 | 8001   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
64.130.34.21    | DUmbg48gNC9uW1oNx814jYRVtuCcRMw8b3WzBbu5fWKs | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
189.1.164.43    | GsE7SkDUf6QRsygk49MoZnGJtG7utJoDvUN7t1TQnjGJ | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.55.156   | 7adh14R5htNCxPVrssrFcdfTys2d8XMey7wJ4NGVvp1s | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
64.185.230.146  | Cy163pUSS36sSAG4ZZ7zor4aHRWHCS5PLFfffQ1e9MnB | 8001   | 8000  | 8006     | none                  | 0.713.30008| 3604001754
204.16.244.123  | 4k3xhEH6JSpRz4sLGtV8Qfds7fLsck1jrbWxbr3qFSgM | 8001   | none  | none     | none                  | 2.2.7   | 463342092
67.213.112.35   | 6T1otvmENgSy3XK6DBA41KmBno6G5unXTavbCCaNZis5 | 8000   | 8003  | 8009     | 67.213.112.35:8899    | 3.0.11  | 3604001754
183.81.168.165  | G7dh7XAmqyP4En53PEue5taAsHcQWEPehsQgKqLS8CLZ | 8000   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
84.32.103.45    | 4ffXXvpUyCmsaZPrACr9dxcLVpw51twutKNgGCJdthz2 | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
51.81.214.71    | Axiifb4XAwxYc46ERtLfeTotWCncJBntGSWrC8MWwtjV | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
138.197.118.209 | 4kdDaLnqKYWkjnHwueEJ4zPwAtAtLfPamytwsdMR5hRx | 9002   | none  | none     | none                  | 4.0.0   | 1718981463
38.58.179.138   | ABjsEMXhnx1YyYLtUhpN5x7oda7KJnrsvAbLWoVNACTL | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
64.130.41.152   | 3JqMoP3n65barhePMXN2Fse9MfkoLmQEe1vG4T4msjk5 | 8001   | none  | none     | none                  | 3.0.6   | 3604001754
47.76.180.253   | C8Y1mjhFYV2a2J2h4V6jezx9fVTdmpuSyx4YS4JGr4qD | 8001   | 8003  | 8009     | none                  | 3.0.11  | 3604001754
69.162.93.213   | 8tj34Vid7kwEjLe27ePP9Pc9z9cbXAbSS7dH7dceHYEF | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
23.92.177.76    | 9AxeEYQdFtwGvbMk2vZJiueQzZVwjbESpZefJSnqwGbo | 21610  | 11603 | 11609    | 23.92.177.76:21611    | 3.0.12  | 3604001754
84.32.32.153    | HXqREH28F4ZEkcBwxLiZyMdRhH7t2V688r9LkF832D65 | 8001   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
104.204.142.190 | BaVcyhS9skEVpKjDZQPo98Bn1MVUsfBKX43cexwHPvEh | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
16.176.5.79     | ADsVW4fEp7Scz9DjKFjocBP6R6FfttXBn5oW3Jrbtnrm | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
3.120.115.230   | BTRsnoFaCdxeEjtn55QMeHN6prvKSSQSVh6Vj1TGySD5 | 8000   | 8003  | 8009     | 3.120.115.230:8899    | 3.0.11  | 3604001754
43.153.138.121  | 3tmL9Hv6KsFBHXCtK6TgUoN3xc2XGsmrp2hu7eAYeKGL | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
79.188.132.177  | 7dtY1FBqnx2oz4ebzYSMFggecXBV7Fid1Raa3sMfkyTC | 8001   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
185.26.10.255   | Hgv8QufQWTPRbFfVhvCwFaPo4UxxaDVmy4JwzKZhGeA3 | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.54.69    | 9jHUw5AVUXxPeJnsoqNVmTznzvYXX1q9ZDkzjDL7VCd4 | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
74.63.225.129   | DkjZG3ZmUossezG9MWHEmC2Z5DXkBEr2TC985jdzTpQd | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
74.63.225.107   | G8HmvLywWupS9RNQbaceK8z2D2pSqo7qWARq8gMgEGU3 | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.51.146   | HvsLji5T8nmM9Bd3QDRuT36eyrkxaCEkgt1HhyUmM3Sv | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
208.91.110.168  | EE6yTk86aZzN6ETda8gCJgkBnhmt2JFhLRcneP2uDxSV | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
51.81.26.34     | 9d6gJsdRBaC8uo1nZ1ATyfZ7ChLn28KjYwYaET8kmQLT | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.41.145   | BK5YdWptTQGrtLxLmrx4PjQh33Fzxemfdf1EMGWRV3wT | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
93.123.72.202   | BXAmYgh8ki387cNDdk3wdLG4jVjFMmxwZkver9E5AGs  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
165.22.46.54    | 2zH26Z2zxBAfZZCUDcrwWHd5v19kQWsV871ywmejYMWL | 9000   | none  | none     | none                  | 4.0.0   | 1718981463
64.130.32.71    | 3jKjLZW5WLwWEizTfCFqpqVW3Aw7H1e5hJNWaAxf23xy | 8001   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
54.242.80.132   | 6bUXEYEqExpwXJ6J2kkGuSdTLszzT7a2bzeyrkdxhfyu | 9000   | 9003  | 9009     | none                  | 3.0.12  | 3604001754
64.130.37.4     | rTywGk6RRMaaeos5QEnyLrG7GFDraL3sheqdjsX3RmE  | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
8.209.97.209    | 4tvwtDBffD7MkzNtXfAXRMjDzy9VGv6hX1WKJipHHHdL | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
216.144.245.53  | CSdGU7MNmRwbDBKThRZxDAwa2yh1ALyUynvqF6LR3ZZR | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.59.252   | 5ZRCSHCmwNoV3Y5JXy66GDetyVEBamD2qBvdwzi5swxp | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
178.128.222.65  | 7kLEhc9ymzDWEnhYdegutNkKPP4gSUD6oAARJ9Z9xmPC | 9007   | none  | none     | none                  | 4.0.0   | 1718981463
64.130.37.233   | 2UypUukAkhRFJXvpVdEKbAFYyNWh9RSExx4bBdco92MR | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
208.91.110.104  | CifKhzxH7H4aS65fv4ktJdSxG5c7GYjTGzWg6UcRP8VW | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
104.204.141.34  | H3vcSN57zcDwbiEPXYf4GtH8ogsMVGxb9F4WzttDvGDD | 8000   | 8003  | 8009     | none                  | 3.1.0   | 2198854828
51.195.124.109  | GQJ8XET7PhuoAuCAVchNPwteg6y4etQ3KhPd1sVrnZgm | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.57.120   | 5Cf4rTx5tHJpJei3YZdhwgVDFnAf26Z8BLnesi1ZWZ1Z | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
15.204.3.173    | EVYVvHUzyGqV5Q3BXezWwA7evTcQCQbqeJyUHkyS42Dd | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
5.135.171.184   | AoqM6fYE9auadG5GyNahae3wFxaYE49VUqVR7WfQTNVW | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
64.130.32.175   | 7sBro8J6rCsif1rTtLhUtbip7tWq4aRPUmpbzS1Krrdv | 8001   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
161.35.212.85   | CVieAFmkbkvCFnUz4r33W8LhUZaFk9sxsAULqvQhv1Nn | 9000   | none  | none     | none                  | 4.0.0   | 1718981463
103.50.32.113   | AdfKEjjpaRQLF9BWU8vn5NcEJ8mYVfQh68Zxhrco9nb5 | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.31.32.111    | 5Pb5Xska75VHyrW1EFogRicKj85wkHtKxfGWPSJtd1Na | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.53.47    | SALTsHeGko9U8aHpwUYckqepXGU8MHWfM2ip5xnxSf5  | 9001   | 9002  | 9008     | none                  | 0.712.30006| 3604001754
64.226.112.247  | Ft3GJ8wVnWavnP8BCZeSYUtStvnr3UPWiEvqrA5wAfGV | 9002   | none  | none     | none                  | 4.0.0   | 1718981463
172.121.111.240 | HhkTkyTFKeGHWwYhBs9LjX3kBUUY6jU5z5m1ECj8VDYs | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
45.152.160.234  | fhT6kkkJfBAkG8C5CPBQJqyiNfW47NSLhAQFvBFYmio  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
159.203.171.69  | 3kSozhnDmRDdfuGZ1YjaewAnVTXbzvtrpE4sgsA6PmWa | 9002   | none  | none     | none                  | 4.0.0   | 1718981463
23.252.121.122  | 2LJ5aMF9dnqjVgCsqQ9pTiVD7NEjzcDfivboNjTMZDWg | 8001   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
173.231.44.226  | BpyDgCNMBxamGU5ZvSXqjKNDsVQtwwsHLUG4RKecWuMd | 8001   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
64.130.57.124   | BaSD92xMT8dzRpF8Tzzh6jb3CJtg8gfarezsc3X1xR3W | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.54.73    | JLmfai6qKr7MWiFBeib9Qj7HVi6Ury7i5hEat5Chskd  | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
57.129.36.153   | CPvJ8xRX6Pv4W8eh5shDNwRxkq75YrsbyYRc71mCXKnk | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
51.89.17.29     | 34GZ3TtQsaRLkpQQoxW8yNV21CjXNoJLPqju1f4MBfjr | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
188.42.139.220  | 4oAFd6NRhrowYkGRTyzUxdAf3ruSTkuQziSWpr8WrVAn | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
74.118.139.92   | B7h5mmY3SS2a8qUvM8v5JQ3FKUhyWpH3D2vuKqE1x5Ww | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
216.144.249.249 | BhouQet4e1tNz2CuqcgU7WNTYyKLG7mZ5iL2QAQC75Rm | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
208.115.227.67  | BdkpQJyQbMQTGAvuh5WXGY1usAQppCgKnQMrzNpFTp1N | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
204.16.242.207  | Fn6JYw2GqjNUHnwfsvdByjnoTe5fUcatEWGSryUmHxyo | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
69.67.149.179   | GKcKRg8vzor1msRkbrrNTcmrVQpFvGV1oCwNXCQFB5Xz | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
208.115.227.65  | 58iYqsb4wDf2uReVVtW8Z9qhxpLrmvoDEwHD3CWT8zBd | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
51.81.206.202   | 3UsN5HgPdzgsbJimYvgHsFaKVPKpsQbgNf8jQTYxCNoc | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
5.135.194.219   | 7PXzH6nqY6L1wq9n34ufCa8DRuiKdpJYdUkUrfJjXHi3 | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
109.94.96.111   | EXuohQTmACwUxAGieeUAKcaX4Tv17Yg5MHdr4ArCL2e2 | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
159.203.171.69  | 9ab41kW7b8yfFEB8b9fdEWd1QBsG6hSttBkrn8zXSaL2 | 9009   | none  | none     | none                  | 4.0.0   | 1718981463
64.140.169.242  | DhgsALAHgH4cS2aDqHjVDu9UzWN91jcMNyc5ew1wiG6h | 8000   | 8003  | 8009     | none                  | 3.0.12  | 3604001754
5.39.106.30     | Cd78WLHcSGwaxEWQgBdVPKGR7GRBGHCy3bTa2Pyzu8ir | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
5.135.192.208   | 49cNyFjnoBpbDrYvMdsKkznAJj1aaTZRv8BHrHsM9XcT | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
67.213.127.119  | Hz7KWHAUCKatpiSN1TiKYKZWz6qAHh2o3G4FCqGCzjDx | 8000   | 8003  | 8009     | none                  | 2.3.11  | 2142755730
185.26.9.253    | brux1bjdNpgno1KTyhpHZKi4VHpYGkGi4LXyEsLZ5k2  | 8001   | 8004  | 8005     | none                  | 4.0.0   | 1702310429
198.13.133.80   | AaFekhZ7tPFGseBfmzW8Zn4pFGEQZRFQTQ6FXur7U8SS | 8901   | 8002  | 8008     | 198.13.133.80:8899    | 3.0.11  | 3604001754
79.127.239.96   | 2fWgM6inyo91kFDzeBTrtFwkABXXMbe4moWi1KA7fabR | 8001   | 9001  | 9007     | none                  | 0.805.30008| 3604001754
84.235.163.90   | HbebpyAKvTRYfcqRKSUDPTsKZhabFCqfQbPiTYrtgeUS | 8001   | 8004  | 8010     | none                  | 2.3.3   | 3640012085
74.63.225.105   | 6h6GjwcFJDqGojsjReSa7NgwxtYe5hNmKWk1x35GxbVg | 8001   | 8004  | 8010     | none                  | 3.0.12  | 3604001754
